pattern_type_id,pattern_boundary_type,pattern_duration_weeks,pattern_height_pct,measured_move_target_pct,reward_risk_ratio,pattern_touches_upper,pattern_touches_lower,breakout_direction,trend_direction_lt,weekly_chart_alignment,breakout_strength_pct,gap_breakout,last_day_rule_stop_pct,oi_change_in_pattern_pct,volume_breakout_vs_avg,news_sentiment_vs_pattern,pattern_obviousness_score,symbol,entry_date,entry_price,breakout_success
1.0,0.0,10.0,20.771,20.771,5.374,2.0,1.0,1.0,1.0,1.0,-0.897,0.0,3.865,0.0,1.035,0.0,0.962,SBIN,2021-10-22 00:00:00,502.95001220703125,0
1.0,0.0,11.0,24.148,24.148,5.573,1.0,1.0,1.0,1.0,1.0,-4.84,0.0,4.333,0.0,1.353,0.0,1.0,SBIN,2021-10-29 00:00:00,502.1499938964844,0
5.0,0.0,12.0,26.591,26.591,58.77,1.0,1.0,1.0,1.0,1.0,-2.185,0.0,0.452,0.0,0.447,0.0,1.0,SBIN,2021-11-08 00:00:00,523.25,0
5.0,0.0,12.0,27.584,27.584,16.306,1.0,1.0,1.0,1.0,1.0,-5.707,0.0,1.692,0.0,0.897,0.0,1.0,SBIN,2021-11-15 00:00:00,506.54998779296875,0
6.0,0.0,12.0,32.384,32.384,1.502,1.0,1.0,-1.0,1.0,0.0,-19.362,0.0,21.562,0.0,1.309,0.0,1.0,SBIN,2021-11-23 00:00:00,493.04998779296875,0
6.0,0.0,12.0,27.262,27.262,2.449,1.0,2.0,-1.0,1.0,0.0,-9.41,0.0,11.13,0.0,1.017,0.0,0.879,SBIN,2021-11-30 00:00:00,460.54998779296875,0
6.0,0.0,12.0,26.649,26.649,2.518,1.0,2.0,-1.0,1.0,0.0,-8.88,0.0,10.583,0.0,0.646,0.0,0.827,SBIN,2021-12-07 00:00:00,476.70001220703125,0
6.0,0.0,12.0,23.647,23.647,2.984,1.0,1.0,-1.0,1.0,0.0,-12.747,0.0,7.925,0.0,0.632,0.0,0.769,SBIN,2021-12-14 00:00:00,488.54998779296875,0
6.0,0.0,12.0,22.974,22.974,6.973,1.0,3.0,-1.0,0.0,0.0,-2.3,1.0,3.295,0.0,1.059,0.0,0.736,SBIN,2021-12-21 00:00:00,446.0,0
7.0,0.0,1.0,8.33,8.33,3.675,1.0,2.0,1.0,0.0,0.0,-4.85,0.0,2.267,0.0,0.559,0.0,0.294,SBIN,2021-12-28 00:00:00,461.20001220703125,0
7.0,0.0,1.0,8.33,8.33,27.766,1.0,2.0,1.0,-1.0,0.0,-2.202,1.0,0.3,0.0,0.829,0.0,0.294,SBIN,2022-01-04 00:00:00,483.5,0
7.0,0.0,1.0,8.33,8.33,27.766,1.0,2.0,1.0,0.0,0.0,4.622,0.0,0.3,0.0,1.0,0.0,0.294,SBIN,2022-01-11 00:00:00,505.95001220703125,0
7.0,0.0,1.0,8.33,8.33,27.766,1.0,2.0,1.0,0.0,0.0,6.772,0.0,0.3,0.0,1.1,0.0,0.294,SBIN,2022-01-18 00:00:00,506.79998779296875,0
5.0,0.0,12.0,19.775,19.775,7.018,1.0,2.0,1.0,0.0,0.0,-8.879,0.0,2.818,0.0,1.094,0.0,0.79,SBIN,2022-01-25 00:00:00,514.6500244140625,0
5.0,0.0,12.0,18.965,18.965,8.207,1.0,2.0,1.0,1.0,1.0,-2.142,1.0,2.311,0.0,1.787,0.0,0.781,SBIN,2022-02-02 00:00:00,539.7999877929688,0
5.0,0.0,12.0,19.949,19.949,8.583,2.0,2.0,1.0,1.0,1.0,-3.215,0.0,2.324,0.0,1.435,0.0,0.798,SBIN,2022-02-09 00:00:00,535.25,0
5.0,0.0,12.0,20.198,20.198,3.827,2.0,2.0,1.0,1.0,1.0,-4.408,0.0,5.278,0.0,1.296,0.0,0.805,SBIN,2022-02-16 00:00:00,516.7000122070312,0
5.0,0.0,12.0,21.268,21.268,36.552,2.0,2.0,1.0,0.0,0.0,-9.217,0.0,0.582,0.0,1.474,0.0,0.83,SBIN,2022-02-23 00:00:00,498.70001220703125,0
10.0,0.0,5.2,14.936,14.936,1.0,2.0,2.0,1.0,0.0,0.0,-13.616,0.0,14.936,0.0,0.933,0.0,0.525,SBIN,2022-03-03 00:00:00,467.3999938964844,0
6.0,0.0,12.0,27.452,27.452,47.693,2.0,1.0,-1.0,0.0,0.0,-6.282,0.0,0.576,0.0,1.612,0.0,0.933,SBIN,2022-03-10 00:00:00,468.70001220703125,0
6.0,0.0,12.0,27.803,27.803,2.567,2.0,1.0,-1.0,0.0,0.0,-15.941,0.0,10.83,0.0,0.769,0.0,0.94,SBIN,2022-03-17 00:00:00,501.8999938964844,0
0.0,0.0,8.6,30.915,30.915,1.323,2.0,1.0,-1.0,0.0,0.0,-14.612,1.0,23.36,0.0,0.761,0.0,0.844,SBIN,2022-03-25 00:00:00,490.70001220703125,0
0.0,0.0,9.6,31.775,31.775,1.156,2.0,1.0,-1.0,0.0,0.0,-16.129,0.0,27.498,0.0,0.448,0.0,0.878,SBIN,2022-04-01 00:00:00,508.20001220703125,0
0.0,0.0,10.6,32.685,32.685,0.882,2.0,1.0,-1.0,0.0,0.0,-21.165,0.0,37.04,0.0,0.882,0.0,0.896,SBIN,2022-04-08 00:00:00,516.0999755859375,0
1.0,0.0,11.2,26.3,26.3,87.667,2.0,1.0,1.0,0.0,0.0,-7.195,0.0,0.3,0.0,0.668,0.0,0.915,SBIN,2022-04-19 00:00:00,511.79998779296875,0
20.0,1.0,6.4,20.325,20.325,4.419,5.0,1.0,-1.0,0.0,0.0,-16.412,1.0,4.599,0.0,0.751,0.0,0.881,SBIN,2022-04-26 00:00:00,505.5,0
11.0,0.0,3.8,10.407,10.407,34.69,3.0,1.0,-1.0,-1.0,1.0,-0.892,0.0,0.3,0.0,0.772,0.0,0.429,SBIN,2022-05-11 00:00:00,476.54998779296875,0
11.0,0.0,4.8,16.968,16.968,56.559,3.0,2.0,-1.0,0.0,0.0,-6.483,0.0,0.3,0.0,0.993,0.0,0.603,SBIN,2022-05-18 00:00:00,458.0,0
6.0,0.0,12.0,20.993,20.993,20.421,5.0,1.0,-1.0,0.0,0.0,-8.718,0.0,1.028,0.0,0.909,0.0,0.77,SBIN,2022-05-25 00:00:00,454.1000061035156,0
9.0,0.0,2.4,7.623,7.623,25.411,4.0,2.0,-1.0,-1.0,1.0,-1.357,0.0,0.3,0.0,0.998,0.0,0.412,SBIN,2022-06-15 00:00:00,451.3500061035156,0
9.0,0.0,3.4,10.12,10.12,33.735,4.0,1.0,-1.0,-1.0,1.0,-4.655,0.0,0.3,0.0,1.187,0.0,0.472,SBIN,2022-06-22 00:00:00,447.6499938964844,0
5.0,0.0,12.0,17.965,17.965,1.819,5.0,1.0,1.0,-1.0,0.0,-11.063,0.0,9.878,0.0,0.912,0.0,0.804,SBIN,2022-06-29 00:00:00,459.1000061035156,1
5.0,0.0,12.0,17.69,17.69,2.024,4.0,1.0,1.0,-1.0,0.0,-9.55,1.0,8.739,0.0,0.847,0.0,0.822,SBIN,2022-07-06 00:00:00,479.95001220703125,1
5.0,0.0,12.0,17.634,17.634,3.145,1.0,1.0,1.0,0.0,0.0,-6.91,0.0,5.608,0.0,0.534,0.0,0.83,SBIN,2022-07-13 00:00:00,486.5,1
5.0,0.0,12.0,16.182,16.182,4.674,2.0,1.0,1.0,0.0,0.0,-2.839,0.0,3.462,0.0,0.879,0.0,0.755,SBIN,2022-07-20 00:00:00,508.6000061035156,0
1.0,0.0,7.4,18.073,18.073,60.243,3.0,1.0,1.0,1.0,1.0,-1.267,0.0,0.3,0.0,0.781,0.0,1.0,SBIN,2022-07-27 00:00:00,528.2000122070312,0
1.0,0.0,8.4,22.753,22.753,75.843,1.0,1.0,1.0,1.0,1.0,-0.514,0.0,0.3,0.0,1.462,0.0,1.0,SBIN,2022-08-03 00:00:00,540.8499755859375,0
1.0,0.0,9.4,22.898,22.898,76.325,3.0,1.0,1.0,1.0,1.0,-5.802,0.0,0.3,0.0,1.331,0.0,1.0,SBIN,2022-08-11 00:00:00,524.75,0
5.0,0.0,12.0,21.734,21.734,18.813,3.0,1.0,1.0,1.0,1.0,-2.571,0.0,1.155,0.0,0.721,0.0,1.0,SBIN,2022-08-19 00:00:00,520.3499755859375,0
5.0,0.0,12.0,22.233,22.233,60.894,3.0,1.0,1.0,1.0,1.0,-4.758,0.0,0.365,0.0,1.252,0.0,1.0,SBIN,2022-08-26 00:00:00,523.7999877929688,0
6.0,0.0,12.0,24.549,24.549,1.739,3.0,1.0,-1.0,1.0,0.0,-24.611,0.0,14.121,0.0,0.794,0.0,1.0,SBIN,2022-09-05 00:00:00,538.9000244140625,0
6.0,0.0,12.0,27.983,27.983,1.195,1.0,1.0,-1.0,1.0,0.0,-28.477,0.0,23.408,0.0,1.488,0.0,1.0,SBIN,2022-09-12 00:00:00,554.9000244140625,0
6.0,0.0,12.0,29.901,29.901,1.059,1.0,2.0,-1.0,1.0,0.0,-26.347,0.0,28.225,0.0,1.158,0.0,1.0,SBIN,2022-09-19 00:00:00,572.25,0
6.0,0.0,12.0,26.247,26.247,1.107,3.0,2.0,-1.0,1.0,0.0,-20.218,0.0,23.72,0.0,0.991,0.0,1.0,SBIN,2022-09-26 00:00:00,543.2999877929688,0
12.0,0.0,8.2,12.143,12.143,1.248,3.0,3.0,1.0,0.0,0.0,-8.254,0.0,9.732,0.0,0.787,0.0,0.613,SBIN,2022-10-11 00:00:00,527.4000244140625,1
0.0,0.0,8.2,13.534,13.534,2.742,3.0,3.0,-1.0,0.0,0.0,-6.965,0.0,4.936,0.0,1.125,0.0,0.589,SBIN,2022-10-18 00:00:00,562.4500122070312,0
0.0,0.0,9.2,13.496,13.496,1.352,3.0,3.0,-1.0,1.0,0.0,-12.248,0.0,9.982,0.0,0.31,0.0,0.593,SBIN,2022-10-25 00:00:00,578.5499877929688,0
10.0,0.0,4.2,12.929,12.929,43.097,3.0,2.0,1.0,1.0,1.0,-1.586,0.0,0.3,0.0,1.046,0.0,0.596,SBIN,2022-11-02 00:00:00,573.8499755859375,0
20.0,1.0,7.4,20.483,20.483,1.057,2.0,2.0,-1.0,1.0,0.0,-19.258,0.0,19.377,0.0,1.41,0.0,0.832,SBIN,2022-11-10 00:00:00,605.75,0
5.0,0.0,12.0,19.083,19.083,30.52,2.0,3.0,1.0,1.0,1.0,-3.686,0.0,0.625,0.0,0.885,0.0,0.939,SBIN,2022-11-17 00:00:00,599.0499877929688,0
5.0,0.0,12.0,18.753,18.753,17.135,2.0,1.0,1.0,1.0,1.0,-2.417,1.0,1.094,0.0,0.962,0.0,0.969,SBIN,2022-11-24 00:00:00,609.3499755859375,0
5.0,0.0,12.0,17.686,17.686,26.309,2.0,2.0,1.0,1.0,1.0,-3.252,0.0,0.672,0.0,1.23,0.0,0.928,SBIN,2022-12-01 00:00:00,608.0999755859375,0
5.0,0.0,12.0,17.552,17.552,41.785,3.0,2.0,1.0,1.0,1.0,-2.513,0.0,0.42,0.0,0.602,0.0,0.92,SBIN,2022-12-08 00:00:00,611.6500244140625,0
5.0,0.0,12.0,17.682,17.682,13.825,1.0,2.0,1.0,1.0,1.0,-0.199,1.0,1.279,0.0,1.143,0.0,0.992,SBIN,2022-12-15 00:00:00,615.9500122070312,0
6.0,0.0,12.0,20.872,20.872,1.722,2.0,2.0,-1.0,1.0,0.0,-14.967,0.0,12.12,0.0,0.761,0.0,1.0,SBIN,2022-12-22 00:00:00,593.4000244140625,0
6.0,0.0,12.0,21.366,21.366,1.273,2.0,2.0,-1.0,1.0,0.0,-15.921,0.0,16.787,0.0,0.68,0.0,1.0,SBIN,2022-12-29 00:00:00,611.7999877929688,0
0.0,0.0,5.8,10.51,10.51,1.07,2.0,2.0,-1.0,1.0,0.0,-6.045,0.0,9.827,0.0,0.684,0.0,0.546,SBIN,2023-01-05 00:00:00,605.0999755859375,1
0.0,0.0,6.8,10.657,10.657,1.245,2.0,2.0,-1.0,0.0,0.0,-4.556,0.0,8.559,0.0,0.741,0.0,0.545,SBIN,2023-01-12 00:00:00,594.9000244140625,1
0.0,0.0,7.8,10.807,10.807,1.119,2.0,2.0,-1.0,0.0,0.0,-3.636,0.0,9.662,0.0,1.163,0.0,0.547,SBIN,2023-01-19 00:00:00,589.8499755859375,1
1.0,0.0,8.2,10.259,10.259,1.618,2.0,1.0,1.0,0.0,0.0,-9.666,0.0,6.342,0.0,2.531,0.0,0.557,SBIN,2023-01-27 00:00:00,539.9500122070312,0
1.0,0.0,9.2,21.638,21.638,1.312,2.0,1.0,1.0,-1.0,0.0,-16.115,0.0,16.491,0.0,3.03,0.0,0.939,SBIN,2023-02-03 00:00:00,544.2000122070312,0
6.0,0.0,12.0,23.638,23.638,78.794,2.0,1.0,-1.0,-1.0,1.0,-10.303,0.0,0.3,0.0,1.153,0.0,1.0,SBIN,2023-02-10 00:00:00,553.0499877929688,0
6.0,0.0,12.0,24.107,24.107,19.289,2.0,1.0,-1.0,-1.0,1.0,-8.161,0.0,1.25,0.0,0.944,0.0,0.969,SBIN,2023-02-17 00:00:00,531.0,0
6.0,0.0,12.0,24.99,24.99,43.4,2.0,1.0,-1.0,-1.0,1.0,-4.336,0.0,0.576,0.0,1.124,0.0,0.953,SBIN,2023-02-24 00:00:00,521.0499877929688,0
6.0,0.0,12.0,24.393,24.393,21.171,2.0,1.0,-1.0,-1.0,1.0,-6.889,0.0,1.152,0.0,0.743,0.0,0.947,SBIN,2023-03-03 00:00:00,561.2000122070312,0
5.0,0.0,12.0,21.138,21.138,1.835,1.0,1.0,1.0,0.0,0.0,-13.057,0.0,11.519,0.0,0.801,0.0,0.924,SBIN,2023-03-13 00:00:00,530.0,0
5.0,0.0,12.0,20.425,20.425,1.653,3.0,1.0,1.0,-1.0,0.0,-14.624,0.0,12.353,0.0,1.256,0.0,0.841,SBIN,2023-03-20 00:00:00,519.2000122070312,0
5.0,0.0,12.0,19.81,19.81,1.119,3.0,1.0,1.0,-1.0,0.0,-18.564,0.0,17.71,0.0,0.923,0.0,0.875,SBIN,2023-03-27 00:00:00,510.1499938964844,0
5.0,0.0,12.0,18.551,18.551,1.352,3.0,2.0,1.0,-1.0,0.0,-13.873,0.0,13.717,0.0,0.878,0.0,0.822,SBIN,2023-04-05 00:00:00,523.0,0
5.0,0.0,12.0,17.944,17.944,1.549,3.0,2.0,1.0,-1.0,0.0,-12.853,0.0,11.582,0.0,1.239,0.0,0.793,SBIN,2023-04-13 00:00:00,532.9500122070312,0
4.0,0.0,11.4,21.077,21.077,2.283,1.0,2.0,-1.0,0.0,0.0,-9.102,0.0,9.232,0.0,1.333,0.0,0.762,SBIN,2023-04-21 00:00:00,543.1500244140625,0
0.0,0.0,10.0,13.467,13.467,0.888,6.0,3.0,-1.0,0.0,0.0,-12.601,0.0,15.165,0.0,0.99,0.0,0.617,SBIN,2023-04-28 00:00:00,578.2999877929688,0
0.0,0.0,11.0,17.681,17.681,0.886,1.0,3.0,-1.0,1.0,0.0,-14.944,0.0,19.965,0.0,1.029,0.0,0.806,SBIN,2023-05-08 00:00:00,583.5999755859375,0
5.0,0.0,12.0,14.996,14.996,13.136,3.0,3.0,1.0,1.0,1.0,-1.717,0.0,1.142,0.0,0.647,0.0,0.806,SBIN,2023-05-15 00:00:00,581.9000244140625,0
5.0,0.0,12.0,16.057,16.057,17.59,1.0,3.0,1.0,1.0,1.0,-3.157,0.0,0.913,0.0,2.27,0.0,0.854,SBIN,2023-05-22 00:00:00,577.1500244140625,0
5.0,0.0,12.0,15.759,15.759,16.945,1.0,3.0,1.0,0.0,0.0,-1.33,0.0,0.93,0.0,0.519,0.0,0.879,SBIN,2023-05-29 00:00:00,595.0,0
5.0,0.0,12.0,16.153,16.153,22.583,3.0,3.0,1.0,1.0,1.0,-1.543,0.0,0.715,0.0,0.585,0.0,0.931,SBIN,2023-06-05 00:00:00,587.2000122070312,0
9.0,0.0,3.4,4.65,4.65,1.38,4.0,2.0,-1.0,1.0,0.0,-1.544,0.0,3.369,0.0,0.969,0.0,0.327,SBIN,2023-06-12 00:00:00,578.6500244140625,0
6.0,0.0,12.0,18.268,18.268,1.709,4.0,3.0,-1.0,1.0,0.0,-13.897,0.0,10.69,0.0,0.669,0.0,1.0,SBIN,2023-06-19 00:00:00,568.8499755859375,0
6.0,0.0,12.0,18.593,18.593,1.826,4.0,2.0,-1.0,0.0,0.0,-10.577,0.0,10.183,0.0,0.656,0.0,1.0,SBIN,2023-06-26 00:00:00,557.0499877929688,0
9.0,0.0,5.0,7.377,7.377,4.814,3.0,3.0,-1.0,0.0,0.0,-5.715,0.0,1.532,0.0,1.076,0.0,0.625,SBIN,2023-07-04 00:00:00,589.25,0
9.0,0.0,4.4,8.306,8.306,1.0,1.0,3.0,-1.0,0.0,0.0,-7.006,0.0,8.306,0.0,0.825,0.0,0.601,SBIN,2023-07-11 00:00:00,588.5499877929688,0
9.0,0.0,5.4,8.857,8.857,1.0,1.0,3.0,-1.0,0.0,0.0,-8.541,0.0,8.857,0.0,1.358,0.0,0.583,SBIN,2023-07-18 00:00:00,592.3499755859375,0
1.0,0.0,7.6,11.301,11.301,37.671,2.0,3.0,1.0,1.0,1.0,-0.683,0.0,0.3,0.0,0.759,0.0,0.819,SBIN,2023-07-25 00:00:00,609.5999755859375,0
1.0,0.0,8.6,11.275,11.275,37.584,6.0,3.0,1.0,1.0,1.0,-0.273,0.0,0.3,0.0,0.565,0.0,0.81,SBIN,2023-08-01 00:00:00,611.8499755859375,0
1.0,0.0,9.6,11.249,11.249,1.759,7.0,3.0,1.0,0.0,0.0,-8.683,0.0,6.396,0.0,1.972,0.0,0.74,SBIN,2023-08-08 00:00:00,573.0999755859375,0
0.0,0.0,6.2,12.171,12.171,4.095,7.0,1.0,-1.0,0.0,0.0,-2.617,0.0,2.972,0.0,0.715,0.0,0.633,SBIN,2023-08-23 00:00:00,576.9000244140625,0
9.0,0.0,2.4,5.054,5.054,1.256,1.0,1.0,-1.0,0.0,0.0,-3.764,0.0,4.025,0.0,0.753,0.0,0.339,SBIN,2023-08-30 00:00:00,567.4000244140625,0
9.0,0.0,3.4,5.054,5.054,1.155,1.0,1.0,-1.0,0.0,0.0,-3.43,0.0,4.377,0.0,0.826,0.0,0.327,SBIN,2023-09-06 00:00:00,570.5,0
9.0,0.0,4.4,7.265,7.265,1.0,2.0,1.0,-1.0,0.0,0.0,-6.2,0.0,7.265,0.0,0.953,0.0,0.466,SBIN,2023-09-13 00:00:00,596.4500122070312,1
9.0,0.0,5.4,9.819,9.819,1.03,2.0,1.0,-1.0,0.0,0.0,-8.502,0.0,9.531,0.0,1.261,0.0,0.619,SBIN,2023-09-21 00:00:00,588.1500244140625,0
20.0,1.0,6.4,9.725,9.725,1.559,3.0,1.0,-1.0,0.0,0.0,-6.453,0.0,6.239,0.0,0.6,0.0,0.599,SBIN,2023-09-28 00:00:00,589.9500122070312,0
20.0,1.0,7.4,9.725,9.725,1.557,3.0,1.0,-1.0,0.0,0.0,-6.886,0.0,6.248,0.0,0.798,0.0,0.584,SBIN,2023-10-06 00:00:00,594.25,0
10.0,0.0,3.0,4.141,4.141,1.259,2.0,2.0,1.0,0.0,0.0,-3.388,0.0,3.29,0.0,0.849,0.0,0.254,SBIN,2023-10-13 00:00:00,576.1500244140625,0
10.0,0.0,4.0,6.547,6.547,1.045,2.0,2.0,1.0,0.0,0.0,-5.836,0.0,6.266,0.0,0.829,0.0,0.432,SBIN,2023-10-20 00:00:00,563.0999755859375,1
10.0,0.0,5.0,10.481,10.481,1.155,2.0,1.0,1.0,0.0,0.0,-7.493,0.0,9.076,0.0,0.763,0.0,0.673,SBIN,2023-10-30 00:00:00,565.2000122070312,1
9.0,0.0,6.4,11.152,11.152,37.173,3.0,1.0,-1.0,0.0,0.0,-6.434,0.0,0.3,0.0,0.828,0.0,0.718,SBIN,2023-11-06 00:00:00,574.3499755859375,0
9.0,0.0,7.4,11.152,11.152,37.173,3.0,1.0,-1.0,0.0,0.0,-6.683,0.0,0.3,0.0,0.493,0.0,0.747,SBIN,2023-11-13 00:00:00,581.3499755859375,0
5.0,0.0,12.0,17.76,17.76,7.683,1.0,1.0,1.0,1.0,1.0,-0.637,0.0,2.312,0.0,1.37,0.0,1.0,SBIN,2023-12-20 00:00:00,636.4500122070312,0
5.0,0.0,12.0,18.071,18.071,12.272,2.0,1.0,1.0,1.0,1.0,-1.794,0.0,1.473,0.0,0.976,0.0,1.0,SBIN,2023-12-28 00:00:00,651.4000244140625,0
5.0,0.0,12.0,18.214,18.214,15.32,2.0,1.0,1.0,1.0,1.0,-2.567,0.0,1.189,0.0,1.009,0.0,1.0,SBIN,2024-01-04 00:00:00,642.75,0
5.0,0.0,12.0,18.85,18.85,33.014,2.0,1.0,1.0,1.0,1.0,-5.853,0.0,0.571,0.0,0.865,0.0,1.0,SBIN,2024-01-11 00:00:00,620.2000122070312,0
9.0,0.0,3.0,5.538,5.538,11.898,2.0,3.0,-1.0,1.0,0.0,-1.262,1.0,0.465,0.0,1.932,0.0,0.311,SBIN,2024-01-18 00:00:00,628.2999877929688,0
6.0,0.0,12.0,18.622,18.622,1.796,2.0,2.0,-1.0,0.0,0.0,-10.376,0.0,10.368,0.0,1.436,0.0,0.984,SBIN,2024-01-29 00:00:00,622.9500122070312,0
6.0,0.0,12.0,18.351,18.351,1.223,3.0,1.0,-1.0,1.0,0.0,-17.022,0.0,15.008,0.0,1.642,0.0,0.925,SBIN,2024-02-05 00:00:00,642.9500122070312,0
6.0,0.0,12.0,29.793,29.793,1.178,1.0,1.0,-1.0,1.0,0.0,-30.64,0.0,25.286,0.0,2.283,0.0,1.0,SBIN,2024-02-12 00:00:00,707.9000244140625,0
5.0,0.0,12.0,29.078,29.078,96.926,1.0,1.0,1.0,1.0,1.0,-2.569,0.0,0.3,0.0,1.369,0.0,1.0,SBIN,2024-02-19 00:00:00,759.25,0
5.0,0.0,12.0,28.173,28.173,52.803,2.0,2.0,1.0,1.0,1.0,-2.373,0.0,0.534,0.0,0.69,0.0,1.0,SBIN,2024-02-26 00:00:00,758.9000244140625,0
5.0,0.0,12.0,22.993,22.993,10.282,2.0,2.0,1.0,1.0,1.0,-1.074,0.0,2.236,0.0,0.867,0.0,1.0,SBIN,2024-03-04 00:00:00,772.0499877929688,0
5.0,0.0,12.0,24.913,24.913,61.19,3.0,2.0,1.0,1.0,1.0,-2.483,0.0,0.407,0.0,0.831,0.0,1.0,SBIN,2024-03-12 00:00:00,759.7000122070312,0
5.0,0.0,12.0,26.37,26.37,21.78,3.0,2.0,1.0,1.0,1.0,-7.871,0.0,1.211,0.0,0.884,0.0,1.0,SBIN,2024-03-19 00:00:00,723.7999877929688,0
6.0,0.0,12.0,29.59,29.59,1.998,3.0,2.0,-1.0,1.0,0.0,-23.208,0.0,14.807,0.0,0.712,0.0,1.0,SBIN,2024-03-27 00:00:00,733.2999877929688,0
0.0,0.0,5.6,10.379,10.379,1.159,3.0,4.0,-1.0,1.0,0.0,-7.12,0.0,8.951,0.0,1.042,0.0,0.465,SBIN,2024-04-04 00:00:00,759.2999877929688,0
6.0,0.0,12.0,31.079,31.079,1.201,3.0,2.0,-1.0,1.0,0.0,-29.701,0.0,25.879,0.0,0.697,0.0,1.0,SBIN,2024-04-12 00:00:00,766.2999877929688,0
6.0,0.0,12.0,30.678,30.678,1.558,3.0,2.0,-1.0,1.0,0.0,-24.94,1.0,19.688,0.0,0.535,0.0,1.0,SBIN,2024-04-22 00:00:00,766.0999755859375,0
6.0,0.0,12.0,32.314,32.314,1.038,2.0,1.0,-1.0,1.0,0.0,-30.166,0.0,31.134,0.0,0.741,0.0,1.0,SBIN,2024-04-29 00:00:00,826.5,0
5.0,0.0,12.0,17.0,17.0,13.48,3.0,3.0,1.0,1.0,1.0,-3.674,0.0,1.261,0.0,0.797,0.0,0.776,SBIN,2024-05-14 00:00:00,818.2000122070312,0
5.0,0.0,12.0,14.428,14.428,10.846,4.0,4.0,1.0,1.0,1.0,-1.072,0.0,1.33,0.0,0.778,0.0,0.706,SBIN,2024-05-22 00:00:00,818.75,0
5.0,0.0,12.0,14.612,14.612,15.471,4.0,4.0,1.0,1.0,1.0,-1.201,0.0,0.944,0.0,0.77,0.0,0.715,SBIN,2024-05-29 00:00:00,822.6500244140625,0
9.0,0.0,3.6,22.581,22.581,1.807,1.0,1.0,-1.0,1.0,0.0,-5.909,0.0,12.498,0.0,4.694,0.0,0.652,SBIN,2024-06-05 00:00:00,789.75,0
6.0,0.0,12.0,25.299,25.299,2.406,1.0,4.0,-1.0,1.0,0.0,-16.081,0.0,10.517,0.0,0.666,0.0,0.913,SBIN,2024-06-12 00:00:00,839.0999755859375,0
6.0,0.0,12.0,26.554,26.554,1.405,1.0,2.0,-1.0,1.0,0.0,-18.45,0.0,18.9,0.0,1.519,0.0,0.935,SBIN,2024-06-20 00:00:00,843.75,0
0.0,0.0,6.6,27.691,27.691,0.907,1.0,1.0,-1.0,1.0,0.0,-15.493,0.0,30.544,0.0,0.662,0.0,0.771,SBIN,2024-06-27 00:00:00,844.0,0
1.0,0.0,6.6,22.123,22.123,73.742,1.0,1.0,1.0,1.0,1.0,-7.9,0.0,0.3,0.0,0.966,0.0,0.785,SBIN,2024-07-04 00:00:00,839.2999877929688,0
10.0,0.0,2.6,5.66,5.66,2.385,1.0,3.0,1.0,1.0,1.0,-2.408,0.0,2.373,0.0,0.984,0.0,0.321,SBIN,2024-07-11 00:00:00,856.7000122070312,0
10.0,0.0,3.6,8.547,8.547,28.492,1.0,3.0,1.0,1.0,1.0,-0.151,0.0,0.3,0.0,1.144,0.0,0.487,SBIN,2024-07-19 00:00:00,889.3499755859375,0
10.0,0.0,4.6,9.022,9.022,3.419,3.0,3.0,1.0,0.0,0.0,-5.617,0.0,2.639,0.0,0.573,0.0,0.47,SBIN,2024-07-26 00:00:00,862.4500122070312,0
0.0,0.0,4.8,8.957,8.957,2.195,3.0,2.0,-1.0,0.0,0.0,-4.799,0.0,4.081,0.0,0.73,0.0,0.434,SBIN,2024-08-02 00:00:00,847.8499755859375,1
0.0,0.0,5.8,12.123,12.123,40.411,3.0,1.0,-1.0,0.0,0.0,-1.558,0.0,0.3,0.0,0.895,0.0,0.577,SBIN,2024-08-09 00:00:00,824.2999877929688,0
10.0,0.0,2.6,4.205,4.205,2.259,2.0,2.0,1.0,0.0,0.0,-1.759,0.0,1.862,0.0,0.421,0.0,0.251,SBIN,2024-08-26 00:00:00,815.0499877929688,0
10.0,0.0,3.6,4.205,4.205,2.237,2.0,2.0,1.0,0.0,0.0,-1.729,1.0,1.88,0.0,0.698,0.0,0.28,SBIN,2024-09-02 00:00:00,822.1500244140625,0
9.0,0.0,3.0,6.069,6.069,7.648,8.0,1.0,-1.0,0.0,0.0,-0.708,1.0,0.794,0.0,3.19,0.0,0.455,SBIN,2024-09-09 00:00:00,784.25,0
9.0,0.0,4.0,7.508,7.508,25.026,8.0,1.0,-1.0,-1.0,1.0,-3.325,0.0,0.3,0.0,0.946,0.0,0.506,SBIN,2024-09-16 00:00:00,785.5499877929688,0
9.0,0.0,5.0,7.508,7.508,25.026,8.0,1.0,-1.0,-1.0,1.0,-2.13,0.0,0.3,0.0,1.551,0.0,0.501,SBIN,2024-09-23 00:00:00,801.8499755859375,0
5.0,0.0,12.0,15.918,15.918,3.271,3.0,1.0,1.0,-1.0,0.0,-10.717,0.0,4.867,0.0,1.007,0.0,0.905,SBIN,2024-09-30 00:00:00,787.9000244140625,0
9.0,0.0,4.0,14.718,14.718,1.993,1.0,2.0,-1.0,0.0,0.0,-8.024,0.0,7.385,0.0,2.279,0.0,0.415,ITC,2020-06-29 00:00:00,189.93502807617188,0
